X,Y,AP1_rss,AP2_rss,AP3_rss,AP1_dev,AP2_dev,AP3_dev,AP1_dist,AP2_dist,AP3_dist,AP1_dist_dev,AP2_dist_dev,AP3_dist_dev
5,18,82,70,82,1.58113883008419,1.09544511501033,1.30384048104053,18765,3078,14729,179.761230525383,250.781179517124,246.402922060596
6,18,77,73,90,0.333333333333333,1,1,18199,3726,12894,152.647742640805,233.085392077668,191.607933029924
7,18,83,67,89,1.51657508881031,0.948683298050514,1.04880884817015,18653,6378,14637,341.924114387974,354.687749999912,405.139852396675
7,19,80,68,89,0.894427190999916,0.774596669241483,1.22474487139159,19810,8364,17100,423.991863129471,436.294396021769,612.010702520797
6,19,79,65,83,1.09544511501033,0.894427190999916,1,19467,4639,21113,398.216272897028,138.114445298093,1024.85120871276
5,19,76,75,88,1.04880884817015,1.22474487139159,0.632455532033676,18857,3182,17271,204.360955174906,358.176492807666,1852.75740451901
4,19,81,67,89,0.547722557505166,0.447213595499958,0.948683298050514,20013,2907,15176,175.074269954211,269.560568332981,609.451310606516
3,19,81,68,86,1.94935886896179,0.774596669241483,1.09544511501033,21710,2946,17245,270.8647263857,261.833152981054,853.332819010262
2,18,88,72,81,1.14017542509914,0.447213595499958,0.836660026534076,19913,3018,15136,305.236138096392,583.681077301637,229.590505030151
1,18,89,64,79,1.34164078649987,0.836660026534076,1.84390889145858,21707,2700,15501,286.771163124886,351.081899277078,168.697065771756
0,18,86,68,84,0.447213595499958,0.547722557505166,1.04880884817015,23605,2923,18800,223.750754188673,205.09193060674,157.289859813022
0,16,74,60,85,0.707106781186548,0.894427190999916,0.948683298050514,19493,1670,15980,139.212427606159,171.878445420012,173.887607379019
1,16,80,63,84,2.02484567313166,0.547722557505166,1.34164078649987,19228,544,16909,250.96752777999,140.938993894522,905.335573144014
2,16,83,65,82,0.632455532033676,0.948683298050514,1,17681,1174,14025,160.965834884301,238.580175203222,90.3260759692349
16,9,75,87,65,0.447213595499958,1.37840487520902,0.547722557505166,12746,15305,206,220.525962190396,211.172914929922,123.060960503321
16,8,84,85,65,0.836660026534076,1.14017542509914,1.18321595661992,11722,15470,1822,318.854355466567,143.207890844045,183.130008463933
16,4,81,83,76,1.26491106406735,0.774596669241483,1.37840487520902,9587,18053,5033,164.821721869419,262.268564643192,185.218249640795
8,6,72,78,81,0.547722557505166,1.26491106406735,1.18321595661992,8503,8420,8924,155.114473857213,307.939766837607,257.684108939608
